# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2018-12-12 14:57:54 EST       (nadww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 01105585 TOWN BROOK AT QUINCY, MA
# -----------------------------------------------------------------------------------
#
# Data provided for site 01105585
#            TS   parameter     Description
#         66228       00060     Discharge, cubic feet per second
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	tz_cd	66228_00060	66228_00060_cd
USGS	01105585	2018-08-07 10:45	EDT	1.96	P
USGS	01105585	2018-08-07 11:00	EDT	2.00	P
USGS	01105585	2018-08-07 11:15	EDT	1.95	P
USGS	01105585	2018-08-07 11:30	EDT	1.91	P
USGS	01105585	2018-08-07 11:45	EDT	1.96	P
USGS	01105585	2018-08-07 12:00	EDT	1.98	P
USGS	01105585	2018-08-07 12:15	EDT	1.83	P
USGS	01105585	2018-08-07 12:30	EDT	1.88	P
USGS	01105585	2018-08-07 12:45	EDT	1.95	P
USGS	01105585	2018-08-07 13:00	EDT	1.90	P
USGS	01105585	2018-08-07 13:15	EDT	1.86	P
USGS	01105585	2018-08-07 13:30	EDT	1.92	P
USGS	01105585	2018-08-07 13:45	EDT	1.92	P
USGS	01105585	2018-08-07 14:00	EDT	1.92	P
USGS	01105585	2018-08-07 14:15	EDT	1.94	P
USGS	01105585	2018-08-07 14:30	EDT	1.95	P
USGS	01105585	2018-08-07 14:45	EDT	1.92	P
USGS	01105585	2018-08-07 15:00	EDT	1.94	P
USGS	01105585	2018-08-07 15:15	EDT	1.91	P
USGS	01105585	2018-08-07 15:30	EDT	1.94	P
USGS	01105585	2018-08-07 15:45	EDT	1.99	P
USGS	01105585	2018-08-07 16:00	EDT	1.95	P
USGS	01105585	2018-08-07 16:15	EDT	1.92	P
USGS	01105585	2018-08-07 16:30	EDT	1.94	P
USGS	01105585	2018-08-07 16:45	EDT	1.98	P
USGS	01105585	2018-08-07 17:00	EDT	1.99	P
USGS	01105585	2018-08-07 17:15	EDT	2.03	P
USGS	01105585	2018-08-07 17:30	EDT	2.00	P
USGS	01105585	2018-08-07 17:45	EDT	1.99	P
USGS	01105585	2018-08-07 18:00	EDT	2.00	P
USGS	01105585	2018-08-07 18:15	EDT	2.02	P
USGS	01105585	2018-08-07 18:30	EDT	1.98	P
USGS	01105585	2018-08-07 18:45	EDT	2.02	P
USGS	01105585	2018-08-07 19:00	EDT	2.00	P
USGS	01105585	2018-08-07 19:15	EDT	2.03	P
USGS	01105585	2018-08-07 19:30	EDT	2.03	P
USGS	01105585	2018-08-07 19:45	EDT	2.02	P
USGS	01105585	2018-08-07 20:00	EDT	2.00	P
USGS	01105585	2018-08-07 20:15	EDT	2.00	P
USGS	01105585	2018-08-07 20:30	EDT	2.02	P
USGS	01105585	2018-08-07 20:45	EDT	1.98	P
USGS	01105585	2018-08-07 21:00	EDT	1.98	P
USGS	01105585	2018-08-07 21:15	EDT	1.96	P
USGS	01105585	2018-08-07 21:30	EDT	1.91	P
USGS	01105585	2018-08-07 21:45	EDT	1.98	P
USGS	01105585	2018-08-07 22:00	EDT	1.90	P
USGS	01105585	2018-08-07 22:15	EDT	1.96	P
USGS	01105585	2018-08-07 22:30	EDT	1.90	P
USGS	01105585	2018-08-07 22:45	EDT	1.98	P
USGS	01105585	2018-08-07 23:00	EDT	1.96	P
USGS	01105585	2018-08-07 23:15	EDT	1.90	P
USGS	01105585	2018-08-07 23:30	EDT	1.84	P
USGS	01105585	2018-08-07 23:45	EDT	1.92	P
USGS	01105585	2018-08-08 00:00	EDT	1.91	P
USGS	01105585	2018-08-08 00:15	EDT	1.91	P
USGS	01105585	2018-08-08 00:30	EDT	1.88	P
USGS	01105585	2018-08-08 00:45	EDT	1.86	P
USGS	01105585	2018-08-08 01:00	EDT	1.90	P
USGS	01105585	2018-08-08 01:15	EDT	1.87	P
USGS	01105585	2018-08-08 01:30	EDT	1.84	P
USGS	01105585	2018-08-08 01:45	EDT	1.83	P
USGS	01105585	2018-08-08 02:00	EDT	1.82	P
USGS	01105585	2018-08-08 02:15	EDT	1.84	P
USGS	01105585	2018-08-08 02:30	EDT	1.88	P
USGS	01105585	2018-08-08 02:45	EDT	1.86	P
USGS	01105585	2018-08-08 03:00	EDT	1.87	P
USGS	01105585	2018-08-08 03:15	EDT	1.84	P
USGS	01105585	2018-08-08 03:30	EDT	1.83	P
USGS	01105585	2018-08-08 03:45	EDT	1.84	P
USGS	01105585	2018-08-08 04:00	EDT	1.86	P
USGS	01105585	2018-08-08 04:15	EDT	1.84	P
USGS	01105585	2018-08-08 04:30	EDT	1.83	P
USGS	01105585	2018-08-08 04:45	EDT	1.82	P
USGS	01105585	2018-08-08 05:00	EDT	1.83	P
USGS	01105585	2018-08-08 05:15	EDT	1.84	P
USGS	01105585	2018-08-08 05:30	EDT	1.77	P
USGS	01105585	2018-08-08 05:45	EDT	1.88	P
USGS	01105585	2018-08-08 06:00	EDT	1.86	P
USGS	01105585	2018-08-08 06:15	EDT	1.81	P
USGS	01105585	2018-08-08 06:30	EDT	1.78	P
USGS	01105585	2018-08-08 06:45	EDT	1.84	P
USGS	01105585	2018-08-08 07:00	EDT	1.81	P
USGS	01105585	2018-08-08 07:15	EDT	1.81	P
USGS	01105585	2018-08-08 07:30	EDT	1.77	P
USGS	01105585	2018-08-08 07:45	EDT	1.62	P
USGS	01105585	2018-08-08 08:00	EDT	1.53	P
USGS	01105585	2018-08-08 08:15	EDT	1.60	P
USGS	01105585	2018-08-08 08:30	EDT	1.58	P
USGS	01105585	2018-08-08 08:45	EDT	1.58	P
USGS	01105585	2018-08-08 09:00	EDT	1.51	P
USGS	01105585	2018-08-08 09:15	EDT	1.56	P
USGS	01105585	2018-08-08 09:30	EDT	1.62	P
USGS	01105585	2018-08-08 09:45	EDT	1.82	P
USGS	01105585	2018-08-08 10:00	EDT	1.86	P
USGS	01105585	2018-08-08 10:15	EDT	2.10	P
USGS	01105585	2018-08-08 10:30	EDT	2.05	P
USGS	01105585	2018-08-08 10:45	EDT	2.09	P
USGS	01105585	2018-08-08 11:00	EDT	2.05	P
USGS	01105585	2018-08-08 11:15	EDT	2.05	P
USGS	01105585	2018-08-08 11:30	EDT	2.06	P
USGS	01105585	2018-08-08 11:45	EDT	1.91	P
USGS	01105585	2018-08-08 12:00	EDT	1.82	P
USGS	01105585	2018-08-08 12:15	EDT	1.68	P
USGS	01105585	2018-08-08 12:30	EDT	1.68	P
USGS	01105585	2018-08-08 12:45	EDT	1.92	P
USGS	01105585	2018-08-08 13:00	EDT	1.92	P
USGS	01105585	2018-08-08 13:15	EDT	1.83	P
USGS	01105585	2018-08-08 13:30	EDT	1.72	P
USGS	01105585	2018-08-08 13:45	EDT	1.64	P
USGS	01105585	2018-08-08 14:00	EDT	1.69	P
USGS	01105585	2018-08-08 14:15	EDT	1.74	P
USGS	01105585	2018-08-08 14:30	EDT	1.77	P
USGS	01105585	2018-08-08 14:45	EDT	1.73	P
USGS	01105585	2018-08-08 15:00	EDT	3.07	P
USGS	01105585	2018-08-08 15:15	EDT	121	P
USGS	01105585	2018-08-08 15:30	EDT	126	P
USGS	01105585	2018-08-08 15:45	EDT	63.0	P
USGS	01105585	2018-08-08 16:00	EDT	33.9	P
USGS	01105585	2018-08-08 16:15	EDT	21.6	P
USGS	01105585	2018-08-08 16:30	EDT	17.8	P
USGS	01105585	2018-08-08 16:45	EDT	17.5	P
USGS	01105585	2018-08-08 17:00	EDT	17.6	P
USGS	01105585	2018-08-08 17:15	EDT	17.4	P
USGS	01105585	2018-08-08 17:30	EDT	17.3	P
USGS	01105585	2018-08-08 17:45	EDT	17.1	P
USGS	01105585	2018-08-08 18:00	EDT	16.4	P
USGS	01105585	2018-08-08 18:15	EDT	16.0	P
USGS	01105585	2018-08-08 18:30	EDT	15.6	P
USGS	01105585	2018-08-08 18:45	EDT	15.2	P
USGS	01105585	2018-08-08 19:00	EDT	15.4	P
USGS	01105585	2018-08-08 19:15	EDT	17.4	P
USGS	01105585	2018-08-08 19:30	EDT	17.9	P
USGS	01105585	2018-08-08 19:45	EDT	17.9	P
USGS	01105585	2018-08-08 20:00	EDT	18.0	P
USGS	01105585	2018-08-08 20:15	EDT	18.3	P
USGS	01105585	2018-08-08 20:30	EDT	17.6	P
USGS	01105585	2018-08-08 20:45	EDT	16.9	P
USGS	01105585	2018-08-08 21:00	EDT	16.4	P
USGS	01105585	2018-08-08 21:15	EDT	16.0	P
USGS	01105585	2018-08-08 21:30	EDT	15.7	P
USGS	01105585	2018-08-08 21:45	EDT	15.2	P
USGS	01105585	2018-08-08 22:00	EDT	14.7	P
USGS	01105585	2018-08-08 22:15	EDT	14.3	P
USGS	01105585	2018-08-08 22:30	EDT	13.9	P
USGS	01105585	2018-08-08 22:45	EDT	13.6	P
USGS	01105585	2018-08-08 23:00	EDT	13.1	P
USGS	01105585	2018-08-08 23:15	EDT	12.9	P
USGS	01105585	2018-08-08 23:30	EDT	12.5	P
USGS	01105585	2018-08-08 23:45	EDT	12.3	P
USGS	01105585	2018-08-09 00:00	EDT	12.1	P
USGS	01105585	2018-08-09 00:15	EDT	11.6	P
USGS	01105585	2018-08-09 00:30	EDT	11.5	P
USGS	01105585	2018-08-09 00:45	EDT	11.4	P
USGS	01105585	2018-08-09 01:00	EDT	11.1	P
USGS	01105585	2018-08-09 01:15	EDT	10.9	P
USGS	01105585	2018-08-09 01:30	EDT	10.6	P
USGS	01105585	2018-08-09 01:45	EDT	10.6	P
USGS	01105585	2018-08-09 02:00	EDT	10.3	P
USGS	01105585	2018-08-09 02:15	EDT	10.4	P
USGS	01105585	2018-08-09 02:30	EDT	10.1	P
USGS	01105585	2018-08-09 02:45	EDT	9.96	P
USGS	01105585	2018-08-09 03:00	EDT	9.88	P
USGS	01105585	2018-08-09 03:15	EDT	9.80	P
USGS	01105585	2018-08-09 03:30	EDT	9.58	P
USGS	01105585	2018-08-09 03:45	EDT	9.44	P
USGS	01105585	2018-08-09 04:00	EDT	9.22	P
USGS	01105585	2018-08-09 04:15	EDT	8.98	P
USGS	01105585	2018-08-09 04:30	EDT	8.98	P
USGS	01105585	2018-08-09 04:45	EDT	9.13	P
USGS	01105585	2018-08-09 05:00	EDT	9.96	P
USGS	01105585	2018-08-09 05:15	EDT	10.6	P
USGS	01105585	2018-08-09 05:30	EDT	10.5	P
USGS	01105585	2018-08-09 05:45	EDT	10.4	P
USGS	01105585	2018-08-09 06:00	EDT	9.88	P
USGS	01105585	2018-08-09 06:15	EDT	9.25	P
USGS	01105585	2018-08-09 06:30	EDT	8.80	P
USGS	01105585	2018-08-09 06:45	EDT	8.62	P
USGS	01105585	2018-08-09 07:00	EDT	8.32	P
USGS	01105585	2018-08-09 07:15	EDT	8.24	P
USGS	01105585	2018-08-09 07:30	EDT	8.32	P
USGS	01105585	2018-08-09 07:45	EDT	8.32	P
USGS	01105585	2018-08-09 08:00	EDT	8.32	P
USGS	01105585	2018-08-09 08:15	EDT	8.15	P
USGS	01105585	2018-08-09 08:30	EDT	7.95	P
USGS	01105585	2018-08-09 08:45	EDT	7.86	P
USGS	01105585	2018-08-09 09:00	EDT	7.67	P
USGS	01105585	2018-08-09 09:15	EDT	7.50	P
USGS	01105585	2018-08-09 09:30	EDT	7.28	P
USGS	01105585	2018-08-09 09:45	EDT	7.36	P
USGS	01105585	2018-08-09 10:00	EDT	7.06	P
USGS	01105585	2018-08-09 10:15	EDT	7.06	P
USGS	01105585	2018-08-09 10:30	EDT	6.96	P
USGS	01105585	2018-08-09 10:45	EDT	6.83	P
USGS	01105585	2018-08-09 11:00	EDT	6.69	P
USGS	01105585	2018-08-09 11:15	EDT	6.67	P
USGS	01105585	2018-08-09 11:30	EDT	6.59	P
USGS	01105585	2018-08-09 11:45	EDT	6.51	P
USGS	01105585	2018-08-09 12:00	EDT	6.41	P
USGS	01105585	2018-08-09 12:15	EDT	6.38	P
USGS	01105585	2018-08-09 12:30	EDT	6.36	P
USGS	01105585	2018-08-09 12:45	EDT	6.33	P
USGS	01105585	2018-08-09 13:00	EDT	6.23	P
USGS	01105585	2018-08-09 13:15	EDT	5.98	P
USGS	01105585	2018-08-09 13:30	EDT	5.88	P
USGS	01105585	2018-08-09 13:45	EDT	5.76	P
USGS	01105585	2018-08-09 14:00	EDT	5.71	P
USGS	01105585	2018-08-09 14:15	EDT	5.98	P
USGS	01105585	2018-08-09 14:30	EDT	5.96	P
USGS	01105585	2018-08-09 14:45	EDT	5.88	P
USGS	01105585	2018-08-09 15:00	EDT	5.88	P
USGS	01105585	2018-08-09 15:15	EDT	5.66	P
USGS	01105585	2018-08-09 15:30	EDT	5.76	P
USGS	01105585	2018-08-09 15:45	EDT	5.42	P
USGS	01105585	2018-08-09 16:00	EDT	5.38	P
USGS	01105585	2018-08-09 16:15	EDT	5.35	P
USGS	01105585	2018-08-09 16:30	EDT	5.24	P
USGS	01105585	2018-08-09 16:45	EDT	5.19	P
USGS	01105585	2018-08-09 17:00	EDT	5.14	P
USGS	01105585	2018-08-09 17:15	EDT	5.17	P
USGS	01105585	2018-08-09 17:30	EDT	5.12	P
USGS	01105585	2018-08-09 17:45	EDT	5.08	P
USGS	01105585	2018-08-09 18:00	EDT	4.98	P
USGS	01105585	2018-08-09 18:15	EDT	4.89	P
USGS	01105585	2018-08-09 18:30	EDT	4.92	P
USGS	01105585	2018-08-09 18:45	EDT	4.87	P
USGS	01105585	2018-08-09 19:00	EDT	4.78	P
USGS	01105585	2018-08-09 19:15	EDT	4.72	P
USGS	01105585	2018-08-09 19:30	EDT	4.63	P
USGS	01105585	2018-08-09 19:45	EDT	4.65	P
USGS	01105585	2018-08-09 20:00	EDT	4.63	P
USGS	01105585	2018-08-09 20:15	EDT	4.59	P
USGS	01105585	2018-08-09 20:30	EDT	4.61	P
USGS	01105585	2018-08-09 20:45	EDT	4.59	P
USGS	01105585	2018-08-09 21:00	EDT	4.48	P
USGS	01105585	2018-08-09 21:15	EDT	4.44	P
USGS	01105585	2018-08-09 21:30	EDT	4.48	P:e
USGS	01105585	2018-08-09 21:45	EDT	4.46	P:e
USGS	01105585	2018-08-09 22:00	EDT	4.45	P:e
USGS	01105585	2018-08-09 22:15	EDT	4.44	P:e
USGS	01105585	2018-08-09 22:30	EDT	4.38	P:e
USGS	01105585	2018-08-09 22:45	EDT	4.35	P:e
USGS	01105585	2018-08-09 23:00	EDT	4.35	P:e
USGS	01105585	2018-08-09 23:15	EDT	4.35	P:e
USGS	01105585	2018-08-09 23:30	EDT	4.27	P
USGS	01105585	2018-08-09 23:45	EDT	4.18	P
USGS	01105585	2018-08-10 00:00	EDT	4.20	P
USGS	01105585	2018-08-10 00:15	EDT	4.16	P
USGS	01105585	2018-08-10 00:30	EDT	4.10	P
USGS	01105585	2018-08-10 00:45	EDT	4.12	P
USGS	01105585	2018-08-10 01:00	EDT	4.10	P
USGS	01105585	2018-08-10 01:15	EDT	3.97	P
USGS	01105585	2018-08-10 01:30	EDT	3.99	P
USGS	01105585	2018-08-10 01:45	EDT	4.01	P
USGS	01105585	2018-08-10 02:00	EDT	4.03	P
USGS	01105585	2018-08-10 02:15	EDT	3.95	P
USGS	01105585	2018-08-10 02:30	EDT	3.88	P
USGS	01105585	2018-08-10 02:45	EDT	3.82	P
USGS	01105585	2018-08-10 03:00	EDT	3.86	P
USGS	01105585	2018-08-10 03:15	EDT	3.84	P
USGS	01105585	2018-08-10 03:30	EDT	3.80	P
USGS	01105585	2018-08-10 03:45	EDT	3.75	P
USGS	01105585	2018-08-10 04:00	EDT	3.71	P
USGS	01105585	2018-08-10 04:15	EDT	3.71	P
USGS	01105585	2018-08-10 04:30	EDT	3.61	P
USGS	01105585	2018-08-10 04:45	EDT	3.65	P
USGS	01105585	2018-08-10 05:00	EDT	3.57	P
USGS	01105585	2018-08-10 05:15	EDT	3.59	P
USGS	01105585	2018-08-10 05:30	EDT	3.59	P
USGS	01105585	2018-08-10 05:45	EDT	3.55	P
USGS	01105585	2018-08-10 06:00	EDT	3.44	P
USGS	01105585	2018-08-10 06:15	EDT	3.40	P
USGS	01105585	2018-08-10 06:30	EDT	3.42	P
USGS	01105585	2018-08-10 06:45	EDT	3.38	P
USGS	01105585	2018-08-10 07:00	EDT	3.36	P
USGS	01105585	2018-08-10 07:15	EDT	3.34	P
USGS	01105585	2018-08-10 07:30	EDT	3.50	P
USGS	01105585	2018-08-10 07:45	EDT	3.38	P
USGS	01105585	2018-08-10 08:00	EDT	3.55	P
USGS	01105585	2018-08-10 08:15	EDT	3.55	P
USGS	01105585	2018-08-10 08:30	EDT	3.52	P
USGS	01105585	2018-08-10 08:45	EDT	3.50	P
USGS	01105585	2018-08-10 09:00	EDT	3.63	P
USGS	01105585	2018-08-10 09:15	EDT	3.50	P
USGS	01105585	2018-08-10 09:30	EDT	3.34	P
USGS	01105585	2018-08-10 09:45	EDT	3.23	P
USGS	01105585	2018-08-10 10:00	EDT	3.03	P
USGS	01105585	2018-08-10 10:15	EDT	3.13	P
USGS	01105585	2018-08-10 10:30	EDT	3.38	P
USGS	01105585	2018-08-10 10:45	EDT	3.26	P
USGS	01105585	2018-08-10 11:00	EDT	3.42	P
USGS	01105585	2018-08-10 11:15	EDT	3.28	P
USGS	01105585	2018-08-10 11:30	EDT	3.09	P
USGS	01105585	2018-08-10 11:45	EDT	3.32	P
USGS	01105585	2018-08-10 12:00	EDT	3.21	P
USGS	01105585	2018-08-10 12:15	EDT	3.09	P
USGS	01105585	2018-08-10 12:30	EDT	3.03	P
USGS	01105585	2018-08-10 12:45	EDT	2.98	P
USGS	01105585	2018-08-10 13:00	EDT	3.26	P
USGS	01105585	2018-08-10 13:15	EDT	3.26	P
USGS	01105585	2018-08-10 13:30	EDT	3.03	P
USGS	01105585	2018-08-10 13:45	EDT	2.98	P
USGS	01105585	2018-08-10 14:00	EDT	2.88	P
USGS	01105585	2018-08-10 14:15	EDT	3.09	P
USGS	01105585	2018-08-10 14:30	EDT	3.15	P
USGS	01105585	2018-08-10 14:45	EDT	2.96	P
USGS	01105585	2018-08-10 15:00	EDT	2.83	P
USGS	01105585	2018-08-10 15:15	EDT	2.78	P
USGS	01105585	2018-08-10 15:30	EDT	2.85	P
USGS	01105585	2018-08-10 15:45	EDT	3.15	P
USGS	01105585	2018-08-10 16:00	EDT	2.92	P
USGS	01105585	2018-08-10 16:15	EDT	2.81	P
USGS	01105585	2018-08-10 16:30	EDT	2.72	P
USGS	01105585	2018-08-10 16:45	EDT	2.67	P
USGS	01105585	2018-08-10 17:00	EDT	3.05	P
USGS	01105585	2018-08-10 17:15	EDT	2.92	P
USGS	01105585	2018-08-10 17:30	EDT	2.78	P
USGS	01105585	2018-08-10 17:45	EDT	2.70	P
USGS	01105585	2018-08-10 18:00	EDT	2.63	P
USGS	01105585	2018-08-10 18:15	EDT	2.78	P
USGS	01105585	2018-08-10 18:30	EDT	3.00	P
USGS	01105585	2018-08-10 18:45	EDT	2.74	P
USGS	01105585	2018-08-10 19:00	EDT	2.63	P
USGS	01105585	2018-08-10 19:15	EDT	2.58	P
USGS	01105585	2018-08-10 19:30	EDT	2.55	P
USGS	01105585	2018-08-10 19:45	EDT	2.90	P
USGS	01105585	2018-08-10 20:00	EDT	2.78	P
USGS	01105585	2018-08-10 20:15	EDT	2.63	P
USGS	01105585	2018-08-10 20:30	EDT	2.50	P
USGS	01105585	2018-08-10 20:45	EDT	2.51	P
USGS	01105585	2018-08-10 21:00	EDT	2.62	P
USGS	01105585	2018-08-10 21:15	EDT	2.83	P
USGS	01105585	2018-08-10 21:30	EDT	2.58	P
USGS	01105585	2018-08-10 21:45	EDT	2.50	P
USGS	01105585	2018-08-10 22:00	EDT	2.43	P
USGS	01105585	2018-08-10 22:15	EDT	2.42	P:e
USGS	01105585	2018-08-10 22:30	EDT	2.42	P:e
USGS	01105585	2018-08-10 22:45	EDT	2.40	P:e
USGS	01105585	2018-08-10 23:00	EDT	2.39	P:e
USGS	01105585	2018-08-10 23:15	EDT	2.38	P:e
USGS	01105585	2018-08-10 23:30	EDT	2.37	P:e
USGS	01105585	2018-08-10 23:45	EDT	2.35	P:e
USGS	01105585	2018-08-11 00:00	EDT	2.34	P:e
USGS	01105585	2018-08-11 00:15	EDT	2.33	P:e
USGS	01105585	2018-08-11 00:30	EDT	2.33	P:e
USGS	01105585	2018-08-11 00:45	EDT	2.33	P
USGS	01105585	2018-08-11 01:00	EDT	2.35	P
USGS	01105585	2018-08-11 01:15	EDT	2.55	P
USGS	01105585	2018-08-11 01:30	EDT	2.70	P
USGS	01105585	2018-08-11 01:45	EDT	2.44	P
USGS	01105585	2018-08-11 02:00	EDT	2.35	P
USGS	01105585	2018-08-11 02:15	EDT	2.33	P
USGS	01105585	2018-08-11 02:30	EDT	2.30	P
USGS	01105585	2018-08-11 02:45	EDT	2.65	P
USGS	01105585	2018-08-11 03:00	EDT	2.50	P
USGS	01105585	2018-08-11 03:15	EDT	2.43	P
USGS	01105585	2018-08-11 03:30	EDT	2.31	P
USGS	01105585	2018-08-11 03:45	EDT	2.25	P
USGS	01105585	2018-08-11 04:00	EDT	2.39	P
USGS	01105585	2018-08-11 04:15	EDT	2.63	P
USGS	01105585	2018-08-11 04:30	EDT	2.43	P
USGS	01105585	2018-08-11 04:45	EDT	2.38	P
USGS	01105585	2018-08-11 05:00	EDT	2.26	P
USGS	01105585	2018-08-11 05:15	EDT	2.28	P
USGS	01105585	2018-08-11 05:30	EDT	2.63	P
USGS	01105585	2018-08-11 05:45	EDT	2.60	P
USGS	01105585	2018-08-11 06:00	EDT	2.36	P
USGS	01105585	2018-08-11 06:15	EDT	2.33	P
USGS	01105585	2018-08-11 06:30	EDT	2.25	P
USGS	01105585	2018-08-11 06:45	EDT	2.26	P
USGS	01105585	2018-08-11 07:00	EDT	2.60	P
USGS	01105585	2018-08-11 07:15	EDT	2.51	P
USGS	01105585	2018-08-11 07:30	EDT	2.36	P
USGS	01105585	2018-08-11 07:45	EDT	2.28	P
USGS	01105585	2018-08-11 08:00	EDT	2.41	P
USGS	01105585	2018-08-11 08:15	EDT	2.65	P
USGS	01105585	2018-08-11 08:30	EDT	3.07	P
USGS	01105585	2018-08-11 08:45	EDT	2.92	P
USGS	01105585	2018-08-11 09:00	EDT	2.74	P
USGS	01105585	2018-08-11 09:15	EDT	2.78	P
USGS	01105585	2018-08-11 09:30	EDT	3.50	P
USGS	01105585	2018-08-11 09:45	EDT	6.31	P
USGS	01105585	2018-08-11 10:00	EDT	7.25	P
USGS	01105585	2018-08-11 10:15	EDT	7.34	P
USGS	01105585	2018-08-11 10:30	EDT	7.25	P
USGS	01105585	2018-08-11 10:45	EDT	6.62	P
USGS	01105585	2018-08-11 11:00	EDT	6.26	P
USGS	01105585	2018-08-11 11:15	EDT	6.16	P
USGS	01105585	2018-08-11 11:30	EDT	5.98	P
USGS	01105585	2018-08-11 11:45	EDT	5.86	P
USGS	01105585	2018-08-11 12:00	EDT	12.4	P
USGS	01105585	2018-08-11 12:15	EDT	21.9	P
USGS	01105585	2018-08-11 12:30	EDT	24.8	P
USGS	01105585	2018-08-11 12:45	EDT	23.0	P
USGS	01105585	2018-08-11 13:00	EDT	28.2	P
USGS	01105585	2018-08-11 13:15	EDT	37.3	P
USGS	01105585	2018-08-11 13:30	EDT	28.6	P
USGS	01105585	2018-08-11 13:45	EDT	20.7	P
USGS	01105585	2018-08-11 14:00	EDT	16.5	P
USGS	01105585	2018-08-11 14:15	EDT	14.2	P
USGS	01105585	2018-08-11 14:30	EDT	13.2	P
USGS	01105585	2018-08-11 14:45	EDT	12.3	P
USGS	01105585	2018-08-11 15:00	EDT	11.8	P
USGS	01105585	2018-08-11 15:15	EDT	11.5	P
USGS	01105585	2018-08-11 15:30	EDT	11.0	P
USGS	01105585	2018-08-11 15:45	EDT	10.4	P
USGS	01105585	2018-08-11 16:00	EDT	10.0	P
USGS	01105585	2018-08-11 16:15	EDT	9.60	P
USGS	01105585	2018-08-11 16:30	EDT	9.25	P
USGS	01105585	2018-08-11 16:45	EDT	8.89	P
USGS	01105585	2018-08-11 17:00	EDT	8.62	P
USGS	01105585	2018-08-11 17:15	EDT	8.38	P
USGS	01105585	2018-08-11 17:30	EDT	8.18	P
USGS	01105585	2018-08-11 17:45	EDT	7.98	P
USGS	01105585	2018-08-11 18:00	EDT	7.86	P
USGS	01105585	2018-08-11 18:15	EDT	7.64	P
USGS	01105585	2018-08-11 18:30	EDT	7.23	P
USGS	01105585	2018-08-11 18:45	EDT	7.34	P
USGS	01105585	2018-08-11 19:00	EDT	7.17	P
USGS	01105585	2018-08-11 19:15	EDT	6.85	P
USGS	01105585	2018-08-11 19:30	EDT	6.83	P
USGS	01105585	2018-08-11 19:45	EDT	6.88	P
USGS	01105585	2018-08-11 20:00	EDT	6.80	P
USGS	01105585	2018-08-11 20:15	EDT	6.64	P
USGS	01105585	2018-08-11 20:30	EDT	6.46	P
USGS	01105585	2018-08-11 20:45	EDT	6.49	P
USGS	01105585	2018-08-11 21:00	EDT	6.67	P
USGS	01105585	2018-08-11 21:15	EDT	6.28	P
USGS	01105585	2018-08-11 21:30	EDT	6.18	P
USGS	01105585	2018-08-11 21:45	EDT	6.08	P
USGS	01105585	2018-08-11 22:00	EDT	6.33	P
USGS	01105585	2018-08-11 22:15	EDT	6.26	P
USGS	01105585	2018-08-11 22:30	EDT	5.93	P
USGS	01105585	2018-08-11 22:45	EDT	5.81	P
USGS	01105585	2018-08-11 23:00	EDT	5.86	P
USGS	01105585	2018-08-11 23:15	EDT	6.06	P:e
USGS	01105585	2018-08-11 23:30	EDT	5.97	P:e
USGS	01105585	2018-08-11 23:45	EDT	5.88	P:e
USGS	01105585	2018-08-12 00:00	EDT	5.78	P:e
USGS	01105585	2018-08-12 00:15	EDT	5.69	P:e
USGS	01105585	2018-08-12 00:30	EDT	5.59	P:e
USGS	01105585	2018-08-12 00:45	EDT	5.50	P:e
USGS	01105585	2018-08-12 01:00	EDT	5.40	P:e
USGS	01105585	2018-08-12 01:15	EDT	5.33	P:e
USGS	01105585	2018-08-12 01:30	EDT	5.26	P:e
USGS	01105585	2018-08-12 01:45	EDT	5.31	P
USGS	01105585	2018-08-12 02:00	EDT	5.21	P
USGS	01105585	2018-08-12 02:15	EDT	4.98	P
USGS	01105585	2018-08-12 02:30	EDT	4.94	P
USGS	01105585	2018-08-12 02:45	EDT	5.19	P
USGS	01105585	2018-08-12 03:00	EDT	5.12	P
USGS	01105585	2018-08-12 03:15	EDT	5.01	P
USGS	01105585	2018-08-12 03:30	EDT	4.83	P
USGS	01105585	2018-08-12 03:45	EDT	4.69	P
USGS	01105585	2018-08-12 04:00	EDT	6.31	P
USGS	01105585	2018-08-12 04:15	EDT	60.7	P
USGS	01105585	2018-08-12 04:30	EDT	62.5	P
USGS	01105585	2018-08-12 04:45	EDT	46.5	P
USGS	01105585	2018-08-12 05:00	EDT	31.1	P
USGS	01105585	2018-08-12 05:15	EDT	24.0	P
USGS	01105585	2018-08-12 05:30	EDT	21.1	P
USGS	01105585	2018-08-12 05:45	EDT	19.8	P
USGS	01105585	2018-08-12 06:00	EDT	19.4	P
USGS	01105585	2018-08-12 06:15	EDT	18.9	P
